County,Year,Deaths,County_Name,State
"Calhoun County, MI",2007.0,25.0,Calhoun County, MI
"Calhoun County, MI",2008.0,21.0,Calhoun County, MI
"Calhoun County, MI",2009.0,36.0,Calhoun County, MI
"Calhoun County, MI",2010.0,27.0,Calhoun County, MI
"Calhoun County, MI",2011.0,28.0,Calhoun County, MI
"Calhoun County, MI",2012.0,34.0,Calhoun County, MI
"Calhoun County, MI",2013.0,28.0,Calhoun County, MI
"Calhoun County, MI",2014.0,26.0,Calhoun County, MI
"Calhoun County, MI",2015.0,41.0,Calhoun County, MI
"Calvert County, MD",2007.0,13.0,Calvert County, MD
"Calvert County, MD",2012.0,10.0,Calvert County, MD
"Calvert County, MD",2013.0,10.0,Calvert County, MD
"Calvert County, MD",2014.0,12.0,Calvert County, MD
"Calvert County, MD",2015.0,14.0,Calvert County, MD
"Cambria County, PA",2003.0,20.0,Cambria County, PA
"Cambria County, PA",2004.0,29.0,Cambria County, PA
"Cambria County, PA",2005.0,25.0,Cambria County, PA
"Cambria County, PA",2006.0,29.0,Cambria County, PA
"Cambria County, PA",2007.0,38.0,Cambria County, PA
"Cambria County, PA",2008.0,30.0,Cambria County, PA
"Cambria County, PA",2009.0,33.0,Cambria County, PA
"Cambria County, PA",2010.0,37.0,Cambria County, PA
"Cambria County, PA",2011.0,25.0,Cambria County, PA
"Cambria County, PA",2012.0,30.0,Cambria County, PA
"Cambria County, PA",2013.0,46.0,Cambria County, PA
"Cambria County, PA",2014.0,35.0,Cambria County, PA
"Cambria County, PA",2015.0,53.0,Cambria County, PA
"Camden County, GA",2011.0,10.0,Camden County, GA
"Camden County, NJ",2003.0,49.0,Camden County, NJ
"Camden County, NJ",2004.0,62.0,Camden County, NJ
"Camden County, NJ",2005.0,78.0,Camden County, NJ
"Camden County, NJ",2006.0,136.0,Camden County, NJ
"Camden County, NJ",2007.0,97.0,Camden County, NJ
"Camden County, NJ",2008.0,78.0,Camden County, NJ
"Camden County, NJ",2009.0,62.0,Camden County, NJ
"Camden County, NJ",2010.0,85.0,Camden County, NJ
"Camden County, NJ",2011.0,118.0,Camden County, NJ
"Camden County, NJ",2012.0,117.0,Camden County, NJ
"Camden County, NJ",2013.0,137.0,Camden County, NJ
"Camden County, NJ",2014.0,123.0,Camden County, NJ
"Camden County, NJ",2015.0,143.0,Camden County, NJ
"Cameron County, TX",2004.0,16.0,Cameron County, TX
"Cameron County, TX",2005.0,19.0,Cameron County, TX
"Cameron County, TX",2007.0,11.0,Cameron County, TX
"Cameron County, TX",2008.0,15.0,Cameron County, TX
"Cameron County, TX",2009.0,18.0,Cameron County, TX
"Cameron County, TX",2010.0,13.0,Cameron County, TX
"Cameron County, TX",2012.0,15.0,Cameron County, TX
"Cameron County, TX",2015.0,17.0,Cameron County, TX
"Campbell County, KY",2003.0,13.0,Campbell County, KY
"Campbell County, KY",2004.0,10.0,Campbell County, KY
"Campbell County, KY",2005.0,16.0,Campbell County, KY
"Campbell County, KY",2006.0,25.0,Campbell County, KY
"Campbell County, KY",2007.0,11.0,Campbell County, KY
"Campbell County, KY",2008.0,20.0,Campbell County, KY
"Campbell County, KY",2009.0,18.0,Campbell County, KY
"Campbell County, KY",2010.0,23.0,Campbell County, KY
"Campbell County, KY",2011.0,31.0,Campbell County, KY
"Campbell County, KY",2012.0,53.0,Campbell County, KY
"Campbell County, KY",2013.0,27.0,Campbell County, KY
"Campbell County, KY",2014.0,42.0,Campbell County, KY
"Campbell County, KY",2015.0,46.0,Campbell County, KY
"Campbell County, TN",2006.0,19.0,Campbell County, TN
"Campbell County, TN",2007.0,12.0,Campbell County, TN
"Campbell County, TN",2008.0,12.0,Campbell County, TN
"Campbell County, TN",2010.0,11.0,Campbell County, TN
"Campbell County, TN",2011.0,15.0,Campbell County, TN
"Campbell County, TN",2013.0,14.0,Campbell County, TN
"Campbell County, TN",2014.0,15.0,Campbell County, TN
"Campbell County, TN",2015.0,21.0,Campbell County, TN
"Canadian County, OK",2004.0,10.0,Canadian County, OK
"Canadian County, OK",2007.0,10.0,Canadian County, OK
"Canadian County, OK",2010.0,12.0,Canadian County, OK
"Canadian County, OK",2011.0,17.0,Canadian County, OK
"Canadian County, OK",2013.0,14.0,Canadian County, OK
"Canadian County, OK",2014.0,16.0,Canadian County, OK
"Canadian County, OK",2015.0,13.0,Canadian County, OK
"Canyon County, ID",2010.0,16.0,Canyon County, ID
"Canyon County, ID",2011.0,10.0,Canyon County, ID
"Canyon County, ID",2013.0,12.0,Canyon County, ID
"Canyon County, ID",2014.0,20.0,Canyon County, ID
"Cape Girardeau County, MO",2007.0,10.0,Cape Girardeau County, MO
"Cape Girardeau County, MO",2010.0,11.0,Cape Girardeau County, MO
"Cape May County, NJ",2005.0,16.0,Cape May County, NJ
"Cape May County, NJ",2006.0,24.0,Cape May County, NJ
"Cape May County, NJ",2008.0,10.0,Cape May County, NJ
"Cape May County, NJ",2011.0,14.0,Cape May County, NJ
"Cape May County, NJ",2012.0,23.0,Cape May County, NJ
"Cape May County, NJ",2013.0,29.0,Cape May County, NJ
"Cape May County, NJ",2014.0,16.0,Cape May County, NJ
"Cape May County, NJ",2015.0,23.0,Cape May County, NJ
"Carbon County, PA",2005.0,10.0,Carbon County, PA
"Carbon County, PA",2008.0,12.0,Carbon County, PA
"Carbon County, PA",2011.0,12.0,Carbon County, PA
"Carbon County, PA",2013.0,17.0,Carbon County, PA
"Carbon County, PA",2014.0,17.0,Carbon County, PA
"Carbon County, PA",2015.0,14.0,Carbon County, PA
"Caroline County, MD",2011.0,11.0,Caroline County, MD
"Carroll County, GA",2004.0,14.0,Carroll County, GA
"Carroll County, GA",2005.0,16.0,Carroll County, GA
"Carroll County, GA",2006.0,14.0,Carroll County, GA
"Carroll County, GA",2007.0,22.0,Carroll County, GA
"Carroll County, GA",2008.0,24.0,Carroll County, GA
"Carroll County, GA",2009.0,26.0,Carroll County, GA
"Carroll County, GA",2010.0,17.0,Carroll County, GA
"Carroll County, GA",2011.0,22.0,Carroll County, GA
"Carroll County, GA",2012.0,13.0,Carroll County, GA
"Carroll County, GA",2013.0,16.0,Carroll County, GA
"Carroll County, GA",2014.0,17.0,Carroll County, GA
"Carroll County, GA",2015.0,18.0,Carroll County, GA
"Carroll County, MD",2003.0,23.0,Carroll County, MD
"Carroll County, MD",2004.0,14.0,Carroll County, MD
"Carroll County, MD",2005.0,18.0,Carroll County, MD
"Carroll County, MD",2006.0,13.0,Carroll County, MD
"Carroll County, MD",2007.0,16.0,Carroll County, MD
"Carroll County, MD",2008.0,15.0,Carroll County, MD
"Carroll County, MD",2009.0,20.0,Carroll County, MD
"Carroll County, MD",2010.0,12.0,Carroll County, MD
"Carroll County, MD",2012.0,21.0,Carroll County, MD
"Carroll County, MD",2013.0,22.0,Carroll County, MD
"Carroll County, MD",2014.0,24.0,Carroll County, MD
"Carroll County, MD",2015.0,41.0,Carroll County, MD
"Carroll County, NH",2007.0,12.0,Carroll County, NH
"Carroll County, NH",2015.0,15.0,Carroll County, NH
"Carroll County, VA",2014.0,10.0,Carroll County, VA
"Carson City, NV",2004.0,10.0,Carson City, NV
"Carson City, NV",2009.0,14.0,Carson City, NV
"Carson City, NV",2014.0,10.0,Carson City, NV
"Carson City, NV",2015.0,24.0,Carson City, NV
"Carter County, KY",2007.0,11.0,Carter County, KY
"Carter County, KY",2008.0,15.0,Carter County, KY
"Carter County, KY",2010.0,16.0,Carter County, KY
"Carter County, OK",2009.0,11.0,Carter County, OK
"Carter County, OK",2010.0,11.0,Carter County, OK
"Carter County, OK",2011.0,15.0,Carter County, OK
"Carter County, OK",2012.0,15.0,Carter County, OK
"Carter County, OK",2013.0,15.0,Carter County, OK
"Carter County, OK",2014.0,12.0,Carter County, OK
"Carter County, OK",2015.0,14.0,Carter County, OK
"Carter County, TN",2010.0,12.0,Carter County, TN
"Carter County, TN",2011.0,12.0,Carter County, TN
"Carter County, TN",2012.0,10.0,Carter County, TN
"Carter County, TN",2015.0,12.0,Carter County, TN
"Carteret County, NC",2004.0,12.0,Carteret County, NC
"Carteret County, NC",2005.0,11.0,Carteret County, NC
"Carteret County, NC",2008.0,10.0,Carteret County, NC
"Carteret County, NC",2009.0,12.0,Carteret County, NC
"Carteret County, NC",2010.0,10.0,Carteret County, NC
"Carteret County, NC",2011.0,17.0,Carteret County, NC
"Carteret County, NC",2014.0,15.0,Carteret County, NC
"Carteret County, NC",2015.0,18.0,Carteret County, NC
"Cascade County, MT",2008.0,10.0,Cascade County, MT
"Cascade County, MT",2013.0,11.0,Cascade County, MT
"Cass County, MI",2011.0,13.0,Cass County, MI
"Cass County, MO",2007.0,10.0,Cass County, MO
"Cass County, MO",2008.0,12.0,Cass County, MO
"Cass County, MO",2009.0,10.0,Cass County, MO
"Cass County, MO",2011.0,13.0,Cass County, MO
"Cass County, MO",2014.0,12.0,Cass County, MO
"Cass County, MO",2015.0,12.0,Cass County, MO
"Cass County, ND",2014.0,10.0,Cass County, ND
"Catawba County, NC",2003.0,17.0,Catawba County, NC
"Catawba County, NC",2004.0,17.0,Catawba County, NC
"Catawba County, NC",2005.0,12.0,Catawba County, NC
"Catawba County, NC",2006.0,17.0,Catawba County, NC
"Catawba County, NC",2007.0,29.0,Catawba County, NC
"Catawba County, NC",2008.0,18.0,Catawba County, NC
"Catawba County, NC",2009.0,24.0,Catawba County, NC
"Catawba County, NC",2010.0,17.0,Catawba County, NC
"Catawba County, NC",2011.0,27.0,Catawba County, NC
"Catawba County, NC",2012.0,22.0,Catawba County, NC
"Catawba County, NC",2013.0,17.0,Catawba County, NC
"Catawba County, NC",2014.0,26.0,Catawba County, NC
"Catawba County, NC",2015.0,24.0,Catawba County, NC
"Catoosa County, GA",2004.0,11.0,Catoosa County, GA
"Catoosa County, GA",2005.0,11.0,Catoosa County, GA
"Catoosa County, GA",2006.0,10.0,Catoosa County, GA
"Catoosa County, GA",2008.0,11.0,Catoosa County, GA
"Catoosa County, GA",2011.0,10.0,Catoosa County, GA
"Catoosa County, GA",2012.0,20.0,Catoosa County, GA
"Catoosa County, GA",2014.0,12.0,Catoosa County, GA
"Catoosa County, GA",2015.0,12.0,Catoosa County, GA
"Cattaraugus County, NY",2015.0,14.0,Cattaraugus County, NY
"Cayuga County, NY",2011.0,10.0,Cayuga County, NY
"Cayuga County, NY",2013.0,10.0,Cayuga County, NY
"Cayuga County, NY",2015.0,14.0,Cayuga County, NY
"Cecil County, MD",2003.0,13.0,Cecil County, MD
"Cecil County, MD",2004.0,17.0,Cecil County, MD
"Cecil County, MD",2005.0,12.0,Cecil County, MD
"Cecil County, MD",2006.0,18.0,Cecil County, MD
"Cecil County, MD",2007.0,25.0,Cecil County, MD
"Cecil County, MD",2008.0,10.0,Cecil County, MD
"Cecil County, MD",2009.0,17.0,Cecil County, MD
"Cecil County, MD",2010.0,23.0,Cecil County, MD
"Cecil County, MD",2011.0,29.0,Cecil County, MD
"Cecil County, MD",2012.0,25.0,Cecil County, MD
"Cecil County, MD",2013.0,16.0,Cecil County, MD
"Cecil County, MD",2014.0,33.0,Cecil County, MD
"Cecil County, MD",2015.0,33.0,Cecil County, MD
"Centre County, PA",2004.0,10.0,Centre County, PA
"Centre County, PA",2009.0,13.0,Centre County, PA
"Centre County, PA",2012.0,11.0,Centre County, PA
"Centre County, PA",2014.0,12.0,Centre County, PA
"Centre County, PA",2015.0,13.0,Centre County, PA
"Champaign County, IL",2004.0,15.0,Champaign County, IL
"Champaign County, IL",2005.0,12.0,Champaign County, IL
"Champaign County, IL",2007.0,13.0,Champaign County, IL
"Champaign County, IL",2008.0,10.0,Champaign County, IL
"Champaign County, IL",2009.0,15.0,Champaign County, IL
"Champaign County, IL",2010.0,11.0,Champaign County, IL
"Champaign County, IL",2011.0,18.0,Champaign County, IL
"Champaign County, IL",2012.0,16.0,Champaign County, IL
"Champaign County, IL",2013.0,19.0,Champaign County, IL
"Champaign County, IL",2014.0,29.0,Champaign County, IL
"Champaign County, IL",2015.0,29.0,Champaign County, IL
"Champaign County, OH",2014.0,11.0,Champaign County, OH
"Charles County, MD",2008.0,13.0,Charles County, MD
"Charles County, MD",2009.0,11.0,Charles County, MD
"Charles County, MD",2010.0,12.0,Charles County, MD
"Charles County, MD",2012.0,11.0,Charles County, MD
"Charles County, MD",2014.0,18.0,Charles County, MD
"Charles County, MD",2015.0,16.0,Charles County, MD
"Charleston County, SC",2003.0,16.0,Charleston County, SC
"Charleston County, SC",2004.0,28.0,Charleston County, SC
"Charleston County, SC",2005.0,24.0,Charleston County, SC
"Charleston County, SC",2006.0,27.0,Charleston County, SC
"Charleston County, SC",2007.0,44.0,Charleston County, SC
"Charleston County, SC",2008.0,30.0,Charleston County, SC
"Charleston County, SC",2009.0,39.0,Charleston County, SC
"Charleston County, SC",2010.0,54.0,Charleston County, SC
"Charleston County, SC",2011.0,42.0,Charleston County, SC
"Charleston County, SC",2012.0,30.0,Charleston County, SC
"Charleston County, SC",2013.0,37.0,Charleston County, SC
"Charleston County, SC",2014.0,47.0,Charleston County, SC
"Charleston County, SC",2015.0,59.0,Charleston County, SC
"Charlotte County, FL",2004.0,17.0,Charlotte County, FL
"Charlotte County, FL",2005.0,11.0,Charlotte County, FL
"Charlotte County, FL",2006.0,15.0,Charlotte County, FL
"Charlotte County, FL",2007.0,17.0,Charlotte County, FL
"Charlotte County, FL",2008.0,20.0,Charlotte County, FL
"Charlotte County, FL",2009.0,17.0,Charlotte County, FL
"Charlotte County, FL",2010.0,17.0,Charlotte County, FL
"Charlotte County, FL",2011.0,27.0,Charlotte County, FL
"Charlotte County, FL",2012.0,13.0,Charlotte County, FL
"Charlotte County, FL",2013.0,12.0,Charlotte County, FL
"Charlotte County, FL",2014.0,22.0,Charlotte County, FL
"Charlotte County, FL",2015.0,11.0,Charlotte County, FL
"Chatham County, GA",2004.0,22.0,Chatham County, GA
"Chatham County, GA",2005.0,11.0,Chatham County, GA
"Chatham County, GA",2006.0,18.0,Chatham County, GA
"Chatham County, GA",2007.0,26.0,Chatham County, GA
"Chatham County, GA",2008.0,17.0,Chatham County, GA
"Chatham County, GA",2009.0,16.0,Chatham County, GA
"Chatham County, GA",2010.0,23.0,Chatham County, GA
"Chatham County, GA",2011.0,22.0,Chatham County, GA
"Chatham County, GA",2012.0,23.0,Chatham County, GA
"Chatham County, GA",2013.0,28.0,Chatham County, GA
"Chatham County, GA",2014.0,21.0,Chatham County, GA
"Chatham County, GA",2015.0,24.0,Chatham County, GA
"Chautauqua County, NY",2007.0,12.0,Chautauqua County, NY
"Chautauqua County, NY",2013.0,13.0,Chautauqua County, NY
"Chautauqua County, NY",2014.0,17.0,Chautauqua County, NY
"Chautauqua County, NY",2015.0,24.0,Chautauqua County, NY
"Chaves County, NM",2003.0,18.0,Chaves County, NM
"Chaves County, NM",2004.0,12.0,Chaves County, NM
"Chaves County, NM",2005.0,13.0,Chaves County, NM
"Chaves County, NM",2006.0,16.0,Chaves County, NM
"Chaves County, NM",2008.0,10.0,Chaves County, NM
"Chaves County, NM",2009.0,13.0,Chaves County, NM
"Chaves County, NM",2011.0,16.0,Chaves County, NM
"Chaves County, NM",2012.0,10.0,Chaves County, NM
"Chaves County, NM",2013.0,11.0,Chaves County, NM
"Chaves County, NM",2015.0,10.0,Chaves County, NM
"Cheatham County, TN",2008.0,10.0,Cheatham County, TN
"Cheatham County, TN",2010.0,10.0,Cheatham County, TN
"Cheatham County, TN",2011.0,12.0,Cheatham County, TN
"Cheatham County, TN",2013.0,12.0,Cheatham County, TN
"Cheatham County, TN",2014.0,16.0,Cheatham County, TN
"Cheatham County, TN",2015.0,15.0,Cheatham County, TN
"Chelan County, WA",2010.0,11.0,Chelan County, WA
"Chelan County, WA",2011.0,10.0,Chelan County, WA
"Chemung County, NY",2011.0,11.0,Chemung County, NY
"Chemung County, NY",2012.0,17.0,Chemung County, NY
"Chemung County, NY",2013.0,10.0,Chemung County, NY
"Chemung County, NY",2015.0,10.0,Chemung County, NY
"Cherokee County, GA",2003.0,13.0,Cherokee County, GA
"Cherokee County, GA",2004.0,10.0,Cherokee County, GA
"Cherokee County, GA",2005.0,17.0,Cherokee County, GA
"Cherokee County, GA",2006.0,12.0,Cherokee County, GA
"Cherokee County, GA",2007.0,22.0,Cherokee County, GA
"Cherokee County, GA",2008.0,16.0,Cherokee County, GA
"Cherokee County, GA",2009.0,20.0,Cherokee County, GA
"Cherokee County, GA",2010.0,26.0,Cherokee County, GA
"Cherokee County, GA",2011.0,19.0,Cherokee County, GA
"Cherokee County, GA",2012.0,20.0,Cherokee County, GA
"Cherokee County, GA",2013.0,28.0,Cherokee County, GA
"Cherokee County, GA",2014.0,35.0,Cherokee County, GA
"Cherokee County, GA",2015.0,50.0,Cherokee County, GA
"Cherokee County, NC",2010.0,11.0,Cherokee County, NC
"Cherokee County, NC",2011.0,17.0,Cherokee County, NC
"Cherokee County, OK",2006.0,12.0,Cherokee County, OK
"Cherokee County, OK",2009.0,11.0,Cherokee County, OK
"Cherokee County, OK",2013.0,12.0,Cherokee County, OK
"Cherokee County, OK",2014.0,12.0,Cherokee County, OK
"Cherokee County, OK",2015.0,11.0,Cherokee County, OK
"Cherokee County, SC",2012.0,12.0,Cherokee County, SC
"Chesapeake city, VA",2003.0,14.0,Chesapeake city, VA
"Chesapeake city, VA",2004.0,12.0,Chesapeake city, VA
"Chesapeake city, VA",2005.0,13.0,Chesapeake city, VA
"Chesapeake city, VA",2006.0,15.0,Chesapeake city, VA
"Chesapeake city, VA",2007.0,20.0,Chesapeake city, VA
"Chesapeake city, VA",2008.0,11.0,Chesapeake city, VA
"Chesapeake city, VA",2009.0,18.0,Chesapeake city, VA
"Chesapeake city, VA",2010.0,12.0,Chesapeake city, VA
"Chesapeake city, VA",2011.0,12.0,Chesapeake city, VA
"Chesapeake city, VA",2012.0,12.0,Chesapeake city, VA
"Chesapeake city, VA",2013.0,28.0,Chesapeake city, VA
"Chesapeake city, VA",2014.0,18.0,Chesapeake city, VA
"Chesapeake city, VA",2015.0,36.0,Chesapeake city, VA
"Cheshire County, NH",2011.0,10.0,Cheshire County, NH
"Cheshire County, NH",2012.0,11.0,Cheshire County, NH
"Cheshire County, NH",2013.0,12.0,Cheshire County, NH
"Cheshire County, NH",2014.0,10.0,Cheshire County, NH
"Chester County, PA",2003.0,16.0,Chester County, PA
"Chester County, PA",2004.0,29.0,Chester County, PA
"Chester County, PA",2005.0,28.0,Chester County, PA
"Chester County, PA",2006.0,30.0,Chester County, PA
"Chester County, PA",2007.0,30.0,Chester County, PA
"Chester County, PA",2008.0,37.0,Chester County, PA
"Chester County, PA",2009.0,49.0,Chester County, PA
"Chester County, PA",2010.0,43.0,Chester County, PA
"Chester County, PA",2011.0,64.0,Chester County, PA
"Chester County, PA",2012.0,55.0,Chester County, PA
"Chester County, PA",2013.0,43.0,Chester County, PA
"Chester County, PA",2014.0,68.0,Chester County, PA
"Chester County, PA",2015.0,79.0,Chester County, PA
"Chesterfield County, VA",2003.0,12.0,Chesterfield County, VA
"Chesterfield County, VA",2005.0,13.0,Chesterfield County, VA
"Chesterfield County, VA",2006.0,13.0,Chesterfield County, VA
"Chesterfield County, VA",2007.0,14.0,Chesterfield County, VA
"Chesterfield County, VA",2008.0,26.0,Chesterfield County, VA
"Chesterfield County, VA",2009.0,18.0,Chesterfield County, VA
"Chesterfield County, VA",2010.0,17.0,Chesterfield County, VA
"Chesterfield County, VA",2011.0,24.0,Chesterfield County, VA
"Chesterfield County, VA",2012.0,19.0,Chesterfield County, VA
"Chesterfield County, VA",2013.0,28.0,Chesterfield County, VA
"Chesterfield County, VA",2014.0,22.0,Chesterfield County, VA
"Chesterfield County, VA",2015.0,31.0,Chesterfield County, VA
"Chilton County, AL",2006.0,13.0,Chilton County, AL
"Chilton County, AL",2010.0,10.0,Chilton County, AL
"Chittenden County, VT",2006.0,15.0,Chittenden County, VT
"Chittenden County, VT",2011.0,13.0,Chittenden County, VT
"Chittenden County, VT",2012.0,14.0,Chittenden County, VT
"Chittenden County, VT",2013.0,14.0,Chittenden County, VT
"Chittenden County, VT",2014.0,13.0,Chittenden County, VT
"Chittenden County, VT",2015.0,22.0,Chittenden County, VT
"Christian County, MO",2010.0,15.0,Christian County, MO
"Christian County, MO",2012.0,15.0,Christian County, MO
"Citrus County, FL",2003.0,16.0,Citrus County, FL
"Citrus County, FL",2004.0,12.0,Citrus County, FL
"Citrus County, FL",2005.0,14.0,Citrus County, FL
"Citrus County, FL",2006.0,23.0,Citrus County, FL
"Citrus County, FL",2007.0,17.0,Citrus County, FL
"Citrus County, FL",2008.0,25.0,Citrus County, FL
"Citrus County, FL",2009.0,19.0,Citrus County, FL
"Citrus County, FL",2010.0,27.0,Citrus County, FL
"Citrus County, FL",2011.0,29.0,Citrus County, FL
"Citrus County, FL",2012.0,37.0,Citrus County, FL
"Citrus County, FL",2013.0,24.0,Citrus County, FL
"Citrus County, FL",2014.0,24.0,Citrus County, FL
"Citrus County, FL",2015.0,25.0,Citrus County, FL
"Clackamas County, OR",2003.0,28.0,Clackamas County, OR
"Clackamas County, OR",2004.0,28.0,Clackamas County, OR
"Clackamas County, OR",2005.0,23.0,Clackamas County, OR
"Clackamas County, OR",2006.0,23.0,Clackamas County, OR
"Clackamas County, OR",2007.0,32.0,Clackamas County, OR
"Clackamas County, OR",2008.0,25.0,Clackamas County, OR
"Clackamas County, OR",2009.0,32.0,Clackamas County, OR
"Clackamas County, OR",2010.0,32.0,Clackamas County, OR
"Clackamas County, OR",2011.0,34.0,Clackamas County, OR
"Clackamas County, OR",2012.0,22.0,Clackamas County, OR
"Clackamas County, OR",2013.0,38.0,Clackamas County, OR
"Clackamas County, OR",2014.0,34.0,Clackamas County, OR
"Clackamas County, OR",2015.0,26.0,Clackamas County, OR
"Claiborne County, TN",2014.0,10.0,Claiborne County, TN
"Claiborne County, TN",2015.0,11.0,Claiborne County, TN
"Clallam County, WA",2004.0,11.0,Clallam County, WA
"Clallam County, WA",2005.0,10.0,Clallam County, WA
"Clallam County, WA",2006.0,15.0,Clallam County, WA
"Clallam County, WA",2007.0,19.0,Clallam County, WA
"Clallam County, WA",2008.0,17.0,Clallam County, WA
"Clallam County, WA",2009.0,13.0,Clallam County, WA
"Clallam County, WA",2010.0,11.0,Clallam County, WA
"Clallam County, WA",2012.0,12.0,Clallam County, WA
"Clallam County, WA",2013.0,15.0,Clallam County, WA
"Clallam County, WA",2015.0,12.0,Clallam County, WA
"Clark County, IN",2003.0,20.0,Clark County, IN
"Clark County, IN",2004.0,11.0,Clark County, IN
"Clark County, IN",2006.0,10.0,Clark County, IN
"Clark County, IN",2007.0,12.0,Clark County, IN
"Clark County, IN",2008.0,15.0,Clark County, IN
"Clark County, IN",2010.0,19.0,Clark County, IN
"Clark County, IN",2011.0,29.0,Clark County, IN
"Clark County, IN",2012.0,30.0,Clark County, IN
"Clark County, IN",2013.0,19.0,Clark County, IN
"Clark County, IN",2014.0,23.0,Clark County, IN
"Clark County, IN",2015.0,35.0,Clark County, IN
"Clark County, KY",2006.0,11.0,Clark County, KY
"Clark County, KY",2008.0,12.0,Clark County, KY
"Clark County, KY",2009.0,13.0,Clark County, KY
"Clark County, KY",2011.0,12.0,Clark County, KY
"Clark County, KY",2012.0,17.0,Clark County, KY
"Clark County, KY",2013.0,10.0,Clark County, KY
"Clark County, KY",2015.0,13.0,Clark County, KY
"Clark County, NV",2003.0,206.0,Clark County, NV
"Clark County, NV",2004.0,251.0,Clark County, NV
"Clark County, NV",2005.0,276.0,Clark County, NV
"Clark County, NV",2006.0,285.0,Clark County, NV
"Clark County, NV",2007.0,317.0,Clark County, NV
"Clark County, NV",2008.0,289.0,Clark County, NV
"Clark County, NV",2009.0,329.0,Clark County, NV
"Clark County, NV",2010.0,320.0,Clark County, NV
"Clark County, NV",2011.0,379.0,Clark County, NV
"Clark County, NV",2012.0,348.0,Clark County, NV
"Clark County, NV",2013.0,362.0,Clark County, NV
"Clark County, NV",2014.0,331.0,Clark County, NV
"Clark County, NV",2015.0,371.0,Clark County, NV
"Clark County, OH",2003.0,11.0,Clark County, OH
"Clark County, OH",2004.0,25.0,Clark County, OH
"Clark County, OH",2005.0,15.0,Clark County, OH
"Clark County, OH",2006.0,18.0,Clark County, OH
"Clark County, OH",2007.0,20.0,Clark County, OH
"Clark County, OH",2008.0,19.0,Clark County, OH
"Clark County, OH",2009.0,12.0,Clark County, OH
"Clark County, OH",2010.0,20.0,Clark County, OH
"Clark County, OH",2011.0,34.0,Clark County, OH
"Clark County, OH",2012.0,36.0,Clark County, OH
"Clark County, OH",2013.0,28.0,Clark County, OH
"Clark County, OH",2014.0,38.0,Clark County, OH
"Clark County, OH",2015.0,71.0,Clark County, OH
"Clark County, WA",2003.0,30.0,Clark County, WA
"Clark County, WA",2004.0,27.0,Clark County, WA
"Clark County, WA",2005.0,30.0,Clark County, WA
"Clark County, WA",2006.0,38.0,Clark County, WA
"Clark County, WA",2007.0,41.0,Clark County, WA
"Clark County, WA",2008.0,44.0,Clark County, WA
"Clark County, WA",2009.0,44.0,Clark County, WA
"Clark County, WA",2010.0,37.0,Clark County, WA
"Clark County, WA",2011.0,43.0,Clark County, WA
"Clark County, WA",2012.0,52.0,Clark County, WA
"Clark County, WA",2013.0,46.0,Clark County, WA
"Clark County, WA",2014.0,45.0,Clark County, WA
"Clark County, WA",2015.0,59.0,Clark County, WA
"Clarke County, GA",2011.0,13.0,Clarke County, GA
"Clarke County, GA",2012.0,12.0,Clarke County, GA
"Clarke County, GA",2015.0,10.0,Clarke County, GA
"Clatsop County, OR",2011.0,11.0,Clatsop County, OR
"Clay County, FL",2003.0,16.0,Clay County, FL
"Clay County, FL",2004.0,22.0,Clay County, FL
"Clay County, FL",2005.0,14.0,Clay County, FL
"Clay County, FL",2006.0,15.0,Clay County, FL
"Clay County, FL",2007.0,26.0,Clay County, FL
"Clay County, FL",2008.0,19.0,Clay County, FL
"Clay County, FL",2009.0,29.0,Clay County, FL
"Clay County, FL",2010.0,20.0,Clay County, FL
"Clay County, FL",2011.0,23.0,Clay County, FL
"Clay County, FL",2012.0,28.0,Clay County, FL
"Clay County, FL",2013.0,31.0,Clay County, FL
"Clay County, FL",2014.0,26.0,Clay County, FL
"Clay County, FL",2015.0,41.0,Clay County, FL
"Clay County, KY",2004.0,10.0,Clay County, KY
"Clay County, KY",2010.0,16.0,Clay County, KY
"Clay County, KY",2011.0,25.0,Clay County, KY
"Clay County, MN",2015.0,12.0,Clay County, MN
"Clay County, MO",2003.0,20.0,Clay County, MO
"Clay County, MO",2004.0,11.0,Clay County, MO
"Clay County, MO",2005.0,11.0,Clay County, MO
"Clay County, MO",2007.0,25.0,Clay County, MO
"Clay County, MO",2008.0,22.0,Clay County, MO
"Clay County, MO",2009.0,24.0,Clay County, MO
"Clay County, MO",2010.0,23.0,Clay County, MO
"Clay County, MO",2011.0,18.0,Clay County, MO
"Clay County, MO",2012.0,23.0,Clay County, MO
"Clay County, MO",2013.0,25.0,Clay County, MO
"Clay County, MO",2014.0,16.0,Clay County, MO
"Clay County, MO",2015.0,32.0,Clay County, MO
"Clayton County, GA",2003.0,18.0,Clayton County, GA
"Clayton County, GA",2004.0,18.0,Clayton County, GA
"Clayton County, GA",2005.0,17.0,Clayton County, GA
"Clayton County, GA",2006.0,18.0,Clayton County, GA
"Clayton County, GA",2007.0,19.0,Clayton County, GA
"Clayton County, GA",2008.0,13.0,Clayton County, GA
"Clayton County, GA",2009.0,19.0,Clayton County, GA
"Clayton County, GA",2010.0,19.0,Clayton County, GA
"Clayton County, GA",2011.0,20.0,Clayton County, GA
"Clayton County, GA",2012.0,30.0,Clayton County, GA
"Clayton County, GA",2013.0,16.0,Clayton County, GA
