Year,Deaths,County_Name,State
2013.0,10.0,Columbia County, WI
2015.0,13.0,Columbia County, WI
2011.0,18.0,Columbiana County, OH
2012.0,18.0,Columbiana County, OH
2013.0,27.0,Columbiana County, OH
2014.0,19.0,Columbiana County, OH
2015.0,30.0,Columbiana County, OH
2005.0,11.0,Columbus County, NC
2009.0,18.0,Columbus County, NC
2010.0,13.0,Columbus County, NC
2014.0,10.0,Columbus County, NC
2003.0,10.0,Comal County, TX
2006.0,15.0,Comal County, TX
2010.0,18.0,Comal County, TX
2011.0,10.0,Comal County, TX
2012.0,12.0,Comal County, TX
2015.0,11.0,Comal County, TX
2007.0,15.0,Comanche County, OK
2010.0,13.0,Comanche County, OK
2011.0,12.0,Comanche County, OK
2013.0,10.0,Comanche County, OK
2014.0,24.0,Comanche County, OK
2015.0,12.0,Comanche County, OK
2003.0,53.0,Contra Costa County, CA
2004.0,87.0,Contra Costa County, CA
2005.0,90.0,Contra Costa County, CA
2006.0,58.0,Contra Costa County, CA
2007.0,77.0,Contra Costa County, CA
2008.0,84.0,Contra Costa County, CA
2009.0,92.0,Contra Costa County, CA
2010.0,77.0,Contra Costa County, CA
2011.0,93.0,Contra Costa County, CA
2012.0,99.0,Contra Costa County, CA
2013.0,114.0,Contra Costa County, CA
2014.0,123.0,Contra Costa County, CA
2015.0,108.0,Contra Costa County, CA
2003.0,421.0,Cook County, IL
2004.0,473.0,Cook County, IL
2005.0,491.0,Cook County, IL
2006.0,727.0,Cook County, IL
2007.0,486.0,Cook County, IL
2008.0,491.0,Cook County, IL
2009.0,466.0,Cook County, IL
2010.0,458.0,Cook County, IL
2011.0,470.0,Cook County, IL
2012.0,565.0,Cook County, IL
2013.0,565.0,Cook County, IL
2014.0,573.0,Cook County, IL
2015.0,652.0,Cook County, IL
2008.0,10.0,Cooke County, TX
2014.0,11.0,Coos County, NH
2015.0,11.0,Coos County, NH
2004.0,10.0,Coweta County, GA
2005.0,11.0,Coweta County, GA
2007.0,11.0,Coweta County, GA
2008.0,10.0,Coweta County, GA
2009.0,16.0,Coweta County, GA
2011.0,12.0,Coweta County, GA
2012.0,17.0,Coweta County, GA
2014.0,12.0,Coweta County, GA
2015.0,13.0,Coweta County, GA
2004.0,17.0,Cowlitz County, WA
2005.0,24.0,Cowlitz County, WA
2006.0,20.0,Cowlitz County, WA
2007.0,15.0,Cowlitz County, WA
2008.0,20.0,Cowlitz County, WA
2009.0,18.0,Cowlitz County, WA
2010.0,14.0,Cowlitz County, WA
2011.0,27.0,Cowlitz County, WA
2012.0,23.0,Cowlitz County, WA
2013.0,21.0,Cowlitz County, WA
2014.0,21.0,Cowlitz County, WA
2015.0,15.0,Cowlitz County, WA
2006.0,10.0,Craighead County, AR
2008.0,15.0,Craighead County, AR
2009.0,20.0,Craighead County, AR
2010.0,13.0,Craighead County, AR
2011.0,10.0,Craighead County, AR
2013.0,10.0,Craighead County, AR
2015.0,12.0,Craighead County, AR
2004.0,13.0,Craven County, NC
2005.0,10.0,Craven County, NC
2006.0,13.0,Craven County, NC
2008.0,12.0,Craven County, NC
2009.0,11.0,Craven County, NC
2010.0,10.0,Craven County, NC
2013.0,16.0,Craven County, NC
2014.0,11.0,Craven County, NC
2015.0,20.0,Craven County, NC
2008.0,11.0,Crawford County, AR
2009.0,13.0,Crawford County, AR
2011.0,14.0,Crawford County, AR
2013.0,11.0,Crawford County, AR
2007.0,12.0,Crawford County, OH
2015.0,10.0,Crawford County, OH
2012.0,14.0,Crawford County, PA
2013.0,16.0,Crawford County, PA
2014.0,17.0,Crawford County, PA
2015.0,27.0,Crawford County, PA
2004.0,15.0,Creek County, OK
2006.0,18.0,Creek County, OK
2007.0,14.0,Creek County, OK
2008.0,17.0,Creek County, OK
2009.0,16.0,Creek County, OK
2010.0,16.0,Creek County, OK
2011.0,18.0,Creek County, OK
2012.0,11.0,Creek County, OK
2013.0,13.0,Creek County, OK
2014.0,19.0,Creek County, OK
2015.0,10.0,Creek County, OK
2008.0,10.0,Cullman County, AL
2011.0,10.0,Cullman County, AL
2012.0,12.0,Cullman County, AL
2013.0,16.0,Cullman County, AL
2014.0,27.0,Cullman County, AL
2015.0,11.0,Cullman County, AL
2013.0,12.0,Culpeper County, VA
2014.0,13.0,Culpeper County, VA
2003.0,26.0,Cumberland County, ME
2004.0,29.0,Cumberland County, ME
2005.0,25.0,Cumberland County, ME
2006.0,18.0,Cumberland County, ME
2007.0,31.0,Cumberland County, ME
2008.0,31.0,Cumberland County, ME
2009.0,32.0,Cumberland County, ME
2010.0,23.0,Cumberland County, ME
2011.0,19.0,Cumberland County, ME
2012.0,33.0,Cumberland County, ME
2013.0,31.0,Cumberland County, ME
2014.0,37.0,Cumberland County, ME
2015.0,67.0,Cumberland County, ME
2003.0,13.0,Cumberland County, NC
2004.0,18.0,Cumberland County, NC
2005.0,25.0,Cumberland County, NC
2006.0,24.0,Cumberland County, NC
2007.0,20.0,Cumberland County, NC
2008.0,23.0,Cumberland County, NC
2009.0,23.0,Cumberland County, NC
2010.0,34.0,Cumberland County, NC
2011.0,41.0,Cumberland County, NC
2012.0,40.0,Cumberland County, NC
2013.0,32.0,Cumberland County, NC
2014.0,39.0,Cumberland County, NC
2015.0,46.0,Cumberland County, NC
2003.0,14.0,Cumberland County, NJ
2004.0,12.0,Cumberland County, NJ
2005.0,13.0,Cumberland County, NJ
2006.0,18.0,Cumberland County, NJ
2007.0,10.0,Cumberland County, NJ
2010.0,10.0,Cumberland County, NJ
2011.0,13.0,Cumberland County, NJ
2012.0,26.0,Cumberland County, NJ
2013.0,23.0,Cumberland County, NJ
2014.0,29.0,Cumberland County, NJ
2015.0,25.0,Cumberland County, NJ
2004.0,10.0,Cumberland County, PA
2007.0,19.0,Cumberland County, PA
2008.0,19.0,Cumberland County, PA
2009.0,12.0,Cumberland County, PA
2010.0,17.0,Cumberland County, PA
2011.0,23.0,Cumberland County, PA
2012.0,20.0,Cumberland County, PA
2013.0,21.0,Cumberland County, PA
2014.0,25.0,Cumberland County, PA
2015.0,34.0,Cumberland County, PA
2011.0,10.0,Cumberland County, TN
2012.0,13.0,Cumberland County, TN
2014.0,14.0,Cumberland County, TN
2003.0,83.0,Cuyahoga County, OH
2004.0,126.0,Cuyahoga County, OH
2005.0,116.0,Cuyahoga County, OH
2006.0,168.0,Cuyahoga County, OH
2007.0,137.0,Cuyahoga County, OH
2008.0,157.0,Cuyahoga County, OH
2009.0,116.0,Cuyahoga County, OH
2010.0,164.0,Cuyahoga County, OH
2011.0,211.0,Cuyahoga County, OH
2012.0,229.0,Cuyahoga County, OH
2013.0,255.0,Cuyahoga County, OH
2014.0,255.0,Cuyahoga County, OH
2015.0,277.0,Cuyahoga County, OH
2005.0,11.0,Dakota County, MN
2006.0,10.0,Dakota County, MN
2008.0,24.0,Dakota County, MN
2009.0,27.0,Dakota County, MN
2010.0,18.0,Dakota County, MN
2011.0,29.0,Dakota County, MN
2012.0,21.0,Dakota County, MN
2013.0,25.0,Dakota County, MN
2014.0,18.0,Dakota County, MN
2015.0,29.0,Dakota County, MN
2003.0,163.0,Dallas County, TX
2004.0,176.0,Dallas County, TX
2005.0,210.0,Dallas County, TX
2006.0,210.0,Dallas County, TX
2007.0,218.0,Dallas County, TX
2008.0,171.0,Dallas County, TX
2009.0,181.0,Dallas County, TX
2010.0,177.0,Dallas County, TX
2011.0,221.0,Dallas County, TX
2012.0,235.0,Dallas County, TX
2013.0,233.0,Dallas County, TX
2014.0,322.0,Dallas County, TX
2015.0,270.0,Dallas County, TX
2003.0,24.0,Dane County, WI
2004.0,28.0,Dane County, WI
2005.0,26.0,Dane County, WI
2006.0,35.0,Dane County, WI
2007.0,34.0,Dane County, WI
2008.0,38.0,Dane County, WI
2009.0,36.0,Dane County, WI
2010.0,51.0,Dane County, WI
2011.0,67.0,Dane County, WI
2012.0,60.0,Dane County, WI
2013.0,78.0,Dane County, WI
2014.0,66.0,Dane County, WI
2015.0,66.0,Dane County, WI
2014.0,11.0,Darke County, OH
2015.0,13.0,Darke County, OH
2013.0,12.0,Darlington County, SC
2003.0,10.0,Dauphin County, PA
2004.0,18.0,Dauphin County, PA
2005.0,16.0,Dauphin County, PA
2006.0,15.0,Dauphin County, PA
2007.0,21.0,Dauphin County, PA
2008.0,22.0,Dauphin County, PA
2009.0,21.0,Dauphin County, PA
2010.0,18.0,Dauphin County, PA
2011.0,30.0,Dauphin County, PA
2012.0,29.0,Dauphin County, PA
2013.0,34.0,Dauphin County, PA
2014.0,50.0,Dauphin County, PA
2015.0,51.0,Dauphin County, PA
2003.0,18.0,Davidson County, NC
2004.0,21.0,Davidson County, NC
2005.0,24.0,Davidson County, NC
2006.0,28.0,Davidson County, NC
2007.0,19.0,Davidson County, NC
2008.0,28.0,Davidson County, NC
2009.0,18.0,Davidson County, NC
2010.0,15.0,Davidson County, NC
2011.0,30.0,Davidson County, NC
2012.0,26.0,Davidson County, NC
2013.0,32.0,Davidson County, NC
2014.0,31.0,Davidson County, NC
2015.0,23.0,Davidson County, NC
2003.0,62.0,Davidson County, TN
2004.0,81.0,Davidson County, TN
2005.0,76.0,Davidson County, TN
2006.0,89.0,Davidson County, TN
2007.0,75.0,Davidson County, TN
2008.0,67.0,Davidson County, TN
2009.0,90.0,Davidson County, TN
2010.0,88.0,Davidson County, TN
2011.0,91.0,Davidson County, TN
2012.0,98.0,Davidson County, TN
2013.0,113.0,Davidson County, TN
2014.0,112.0,Davidson County, TN
2015.0,149.0,Davidson County, TN
2005.0,15.0,Daviess County, KY
2006.0,12.0,Daviess County, KY
2007.0,16.0,Daviess County, KY
2008.0,11.0,Daviess County, KY
2010.0,13.0,Daviess County, KY
2012.0,10.0,Daviess County, KY
2013.0,22.0,Daviess County, KY
2015.0,11.0,Daviess County, KY
2003.0,21.0,Davis County, UT
2004.0,17.0,Davis County, UT
2005.0,22.0,Davis County, UT
2006.0,28.0,Davis County, UT
2007.0,40.0,Davis County, UT
2008.0,49.0,Davis County, UT
2009.0,38.0,Davis County, UT
2010.0,34.0,Davis County, UT
2011.0,18.0,Davis County, UT
2012.0,47.0,Davis County, UT
2013.0,40.0,Davis County, UT
2014.0,43.0,Davis County, UT
2015.0,48.0,Davis County, UT
2011.0,11.0,DeKalb County, AL
2012.0,15.0,DeKalb County, AL
2013.0,20.0,DeKalb County, AL
2015.0,17.0,DeKalb County, AL
2003.0,39.0,DeKalb County, GA
2004.0,25.0,DeKalb County, GA
2005.0,22.0,DeKalb County, GA
2006.0,29.0,DeKalb County, GA
2007.0,39.0,DeKalb County, GA
2008.0,33.0,DeKalb County, GA
2009.0,28.0,DeKalb County, GA
2010.0,30.0,DeKalb County, GA
2011.0,44.0,DeKalb County, GA
2012.0,40.0,DeKalb County, GA
2013.0,34.0,DeKalb County, GA
2014.0,50.0,DeKalb County, GA
2015.0,65.0,DeKalb County, GA
2011.0,11.0,DeKalb County, IL
2014.0,10.0,DeKalb County, TN
2006.0,11.0,DeSoto County, MS
2008.0,14.0,DeSoto County, MS
2010.0,13.0,DeSoto County, MS
2011.0,11.0,DeSoto County, MS
2012.0,13.0,DeSoto County, MS
2013.0,11.0,DeSoto County, MS
2014.0,20.0,DeSoto County, MS
2015.0,30.0,DeSoto County, MS
2005.0,10.0,Dearborn County, IN
2010.0,10.0,Dearborn County, IN
2012.0,11.0,Dearborn County, IN
2014.0,14.0,Dearborn County, IN
2015.0,16.0,Dearborn County, IN
2003.0,18.0,Delaware County, IN
2004.0,12.0,Delaware County, IN
2005.0,13.0,Delaware County, IN
2006.0,18.0,Delaware County, IN
2007.0,11.0,Delaware County, IN
2008.0,16.0,Delaware County, IN
2009.0,24.0,Delaware County, IN
2010.0,11.0,Delaware County, IN
2011.0,16.0,Delaware County, IN
2012.0,13.0,Delaware County, IN
2013.0,17.0,Delaware County, IN
2014.0,29.0,Delaware County, IN
2015.0,32.0,Delaware County, IN
2007.0,11.0,Delaware County, OH
2008.0,11.0,Delaware County, OH
2009.0,12.0,Delaware County, OH
2010.0,13.0,Delaware County, OH
2011.0,11.0,Delaware County, OH
2012.0,17.0,Delaware County, OH
2013.0,15.0,Delaware County, OH
2014.0,12.0,Delaware County, OH
2015.0,12.0,Delaware County, OH
2014.0,12.0,Delaware County, OK
2003.0,62.0,Delaware County, PA
2004.0,62.0,Delaware County, PA
2005.0,81.0,Delaware County, PA
2006.0,101.0,Delaware County, PA
2007.0,80.0,Delaware County, PA
2008.0,95.0,Delaware County, PA
2009.0,103.0,Delaware County, PA
2010.0,106.0,Delaware County, PA
2011.0,130.0,Delaware County, PA
2012.0,122.0,Delaware County, PA
2013.0,122.0,Delaware County, PA
2014.0,139.0,Delaware County, PA
2015.0,178.0,Delaware County, PA
2003.0,18.0,Denton County, TX
2004.0,18.0,Denton County, TX
2005.0,32.0,Denton County, TX
2006.0,25.0,Denton County, TX
2007.0,32.0,Denton County, TX
2008.0,39.0,Denton County, TX
2009.0,37.0,Denton County, TX
2010.0,43.0,Denton County, TX
2011.0,59.0,Denton County, TX
2012.0,46.0,Denton County, TX
2013.0,43.0,Denton County, TX
2014.0,36.0,Denton County, TX
2015.0,47.0,Denton County, TX
2003.0,97.0,Denver County, CO
2004.0,94.0,Denver County, CO
2005.0,117.0,Denver County, CO
2006.0,131.0,Denver County, CO
2007.0,129.0,Denver County, CO
2008.0,141.0,Denver County, CO
2009.0,139.0,Denver County, CO
2010.0,102.0,Denver County, CO
2011.0,150.0,Denver County, CO
2012.0,95.0,Denver County, CO
2013.0,91.0,Denver County, CO
2014.0,114.0,Denver County, CO
2015.0,107.0,Denver County, CO
2008.0,10.0,Deschutes County, OR
2010.0,17.0,Deschutes County, OR
2011.0,15.0,Deschutes County, OR
2013.0,13.0,Deschutes County, OR
2014.0,10.0,Deschutes County, OR
2007.0,11.0,Dickenson County, VA
2008.0,10.0,Dickenson County, VA
2011.0,10.0,Dickenson County, VA
2008.0,12.0,Dickson County, TN
2014.0,10.0,Dickson County, TN
2015.0,17.0,Dickson County, TN
2003.0,106.0,District of Columbia, DC
2004.0,102.0,District of Columbia, DC
2005.0,87.0,District of Columbia, DC
2006.0,113.0,District of Columbia, DC
2007.0,80.0,District of Columbia, DC
2008.0,69.0,District of Columbia, DC
2009.0,56.0,District of Columbia, DC
2010.0,83.0,District of Columbia, DC
2011.0,79.0,District of Columbia, DC
2012.0,71.0,District of Columbia, DC
2013.0,101.0,District of Columbia, DC
2014.0,90.0,District of Columbia, DC
2015.0,114.0,District of Columbia, DC
2009.0,10.0,Dodge County, WI
2010.0,11.0,Dodge County, WI
2013.0,12.0,Dodge County, WI
2015.0,17.0,Dodge County, WI
2003.0,19.0,Dona Ana County, NM
2004.0,17.0,Dona Ana County, NM
2005.0,18.0,Dona Ana County, NM
2006.0,26.0,Dona Ana County, NM
2007.0,24.0,Dona Ana County, NM
2008.0,23.0,Dona Ana County, NM
2009.0,29.0,Dona Ana County, NM
2010.0,27.0,Dona Ana County, NM
2011.0,26.0,Dona Ana County, NM
2012.0,31.0,Dona Ana County, NM
2013.0,23.0,Dona Ana County, NM
2014.0,33.0,Dona Ana County, NM
2015.0,33.0,Dona Ana County, NM
2008.0,14.0,Dorchester County, SC
2012.0,15.0,Dorchester County, SC
2013.0,14.0,Dorchester County, SC
2014.0,10.0,Dorchester County, SC
2015.0,27.0,Dorchester County, SC
2012.0,10.0,Dougherty County, GA
2005.0,11.0,Douglas County, CO
2006.0,19.0,Douglas County, CO
2007.0,11.0,Douglas County, CO
2009.0,20.0,Douglas County, CO
2010.0,14.0,Douglas County, CO
2011.0,18.0,Douglas County, CO
2012.0,20.0,Douglas County, CO
2013.0,16.0,Douglas County, CO
2014.0,15.0,Douglas County, CO
2015.0,18.0,Douglas County, CO
2006.0,14.0,Douglas County, GA
2008.0,10.0,Douglas County, GA
2010.0,10.0,Douglas County, GA
2011.0,14.0,Douglas County, GA
2012.0,10.0,Douglas County, GA
2013.0,10.0,Douglas County, GA
2014.0,22.0,Douglas County, GA
2015.0,17.0,Douglas County, GA
2012.0,11.0,Douglas County, KS
2013.0,10.0,Douglas County, KS
2015.0,11.0,Douglas County, KS
2004.0,13.0,Douglas County, NE
2005.0,27.0,Douglas County, NE
2006.0,31.0,Douglas County, NE
2007.0,32.0,Douglas County, NE
2008.0,30.0,Douglas County, NE
2009.0,36.0,Douglas County, NE
2010.0,35.0,Douglas County, NE
2011.0,46.0,Douglas County, NE
2012.0,52.0,Douglas County, NE
2013.0,27.0,Douglas County, NE
2014.0,36.0,Douglas County, NE
2015.0,42.0,Douglas County, NE
2008.0,10.0,Douglas County, NV
2010.0,11.0,Douglas County, NV
2003.0,10.0,Douglas County, OR
2015.0,11.0,Douglas County, OR
2003.0,48.0,DuPage County, IL
2004.0,44.0,DuPage County, IL
2005.0,45.0,DuPage County, IL
2006.0,59.0,DuPage County, IL
2007.0,50.0,DuPage County, IL
2008.0,81.0,DuPage County, IL
2009.0,55.0,DuPage County, IL
2010.0,62.0,DuPage County, IL
2011.0,73.0,DuPage County, IL
2012.0,95.0,DuPage County, IL
2013.0,73.0,DuPage County, IL
2014.0,81.0,DuPage County, IL
2015.0,88.0,DuPage County, IL
2012.0,11.0,Dunklin County, MO
2014.0,11.0,Dunklin County, MO
2003.0,14.0,Durham County, NC
2004.0,14.0,Durham County, NC
2005.0,11.0,Durham County, NC
2006.0,21.0,Durham County, NC
2007.0,22.0,Durham County, NC
2008.0,22.0,Durham County, NC
2009.0,13.0,Durham County, NC
2010.0,16.0,Durham County, NC
2011.0,22.0,Durham County, NC
2012.0,17.0,Durham County, NC
2013.0,20.0,Durham County, NC
2014.0,21.0,Durham County, NC
2015.0,20.0,Durham County, NC
2006.0,20.0,Dutchess County, NY
2007.0,25.0,Dutchess County, NY
2008.0,26.0,Dutchess County, NY
2009.0,31.0,Dutchess County, NY
2010.0,37.0,Dutchess County, NY
2011.0,33.0,Dutchess County, NY
2012.0,49.0,Dutchess County, NY
2013.0,59.0,Dutchess County, NY
2014.0,39.0,Dutchess County, NY
2015.0,56.0,Dutchess County, NY
2003.0,107.0,Duval County, FL
2004.0,91.0,Duval County, FL
2005.0,84.0,Duval County, FL
2006.0,136.0,Duval County, FL
2007.0,124.0,Duval County, FL
2008.0,89.0,Duval County, FL
2009.0,115.0,Duval County, FL
2010.0,120.0,Duval County, FL
2011.0,135.0,Duval County, FL
2012.0,150.0,Duval County, FL
2013.0,127.0,Duval County, FL
2014.0,134.0,Duval County, FL
2015.0,146.0,Duval County, FL
2003.0,22.0,East Baton Rouge Parish, LA
2004.0,17.0,East Baton Rouge Parish, LA
2005.0,18.0,East Baton Rouge Parish, LA
2006.0,34.0,East Baton Rouge Parish, LA
2007.0,34.0,East Baton Rouge Parish, LA
2008.0,30.0,East Baton Rouge Parish, LA
2009.0,29.0,East Baton Rouge Parish, LA
2010.0,31.0,East Baton Rouge Parish, LA
2011.0,24.0,East Baton Rouge Parish, LA
2012.0,28.0,East Baton Rouge Parish, LA
2013.0,52.0,East Baton Rouge Parish, LA
2014.0,56.0,East Baton Rouge Parish, LA
2015.0,72.0,East Baton Rouge Parish, LA
2007.0,10.0,Eaton County, MI
2010.0,10.0,Eaton County, MI
2013.0,15.0,Eaton County, MI
2014.0,12.0,Eaton County, MI
2015.0,20.0,Eaton County, MI
2003.0,15.0,Ector County, TX
2004.0,11.0,Ector County, TX
2005.0,12.0,Ector County, TX
2006.0,22.0,Ector County, TX
2007.0,21.0,Ector County, TX
2008.0,13.0,Ector County, TX
2009.0,13.0,Ector County, TX
2010.0,15.0,Ector County, TX
2011.0,16.0,Ector County, TX
2012.0,13.0,Ector County, TX
2013.0,16.0,Ector County, TX
2014.0,29.0,Ector County, TX
2015.0,12.0,Ector County, TX
2005.0,11.0,Eddy County, NM
2006.0,12.0,Eddy County, NM
2008.0,14.0,Eddy County, NM
2009.0,14.0,Eddy County, NM
2010.0,16.0,Eddy County, NM
2014.0,14.0,Eddy County, NM
2015.0,17.0,Eddy County, NM
2013.0,10.0,Edgecombe County, NC
2003.0,10.0,El Dorado County, CA
2004.0,13.0,El Dorado County, CA
2005.0,20.0,El Dorado County, CA
2006.0,25.0,El Dorado County, CA
2007.0,33.0,El Dorado County, CA
2008.0,28.0,El Dorado County, CA
2009.0,34.0,El Dorado County, CA
2010.0,35.0,El Dorado County, CA
2011.0,30.0,El Dorado County, CA
2012.0,30.0,El Dorado County, CA
2013.0,32.0,El Dorado County, CA
2014.0,47.0,El Dorado County, CA
2015.0,36.0,El Dorado County, CA
2003.0,33.0,El Paso County, CO
2004.0,42.0,El Paso County, CO
2005.0,67.0,El Paso County, CO
2006.0,56.0,El Paso County, CO
2007.0,63.0,El Paso County, CO
2008.0,63.0,El Paso County, CO
2009.0,58.0,El Paso County, CO
2010.0,59.0,El Paso County, CO
2011.0,75.0,El Paso County, CO
2012.0,78.0,El Paso County, CO
2013.0,82.0,El Paso County, CO
2014.0,105.0,El Paso County, CO
2015.0,119.0,El Paso County, CO
2003.0,52.0,El Paso County, TX
2004.0,26.0,El Paso County, TX
2005.0,40.0,El Paso County, TX
2006.0,59.0,El Paso County, TX
2007.0,48.0,El Paso County, TX
2008.0,49.0,El Paso County, TX
2009.0,55.0,El Paso County, TX
2010.0,46.0,El Paso County, TX
2011.0,52.0,El Paso County, TX
2012.0,47.0,El Paso County, TX
2013.0,62.0,El Paso County, TX
2014.0,62.0,El Paso County, TX
2015.0,57.0,El Paso County, TX
2004.0,10.0,Elkhart County, IN
2008.0,20.0,Elkhart County, IN
2009.0,21.0,Elkhart County, IN
2010.0,13.0,Elkhart County, IN
2011.0,15.0,Elkhart County, IN
2012.0,15.0,Elkhart County, IN
2013.0,15.0,Elkhart County, IN
2014.0,21.0,Elkhart County, IN
2015.0,21.0,Elkhart County, IN
2010.0,10.0,Ellis County, TX
2005.0,11.0,Erie County, NY
2006.0,72.0,Erie County, NY
2007.0,81.0,Erie County, NY
2008.0,78.0,Erie County, NY
2009.0,66.0,Erie County, NY
2010.0,63.0,Erie County, NY
2011.0,93.0,Erie County, NY
2012.0,69.0,Erie County, NY
2013.0,119.0,Erie County, NY
2014.0,128.0,Erie County, NY
2015.0,265.0,Erie County, NY
2010.0,18.0,Erie County, OH
2011.0,12.0,Erie County, OH
2012.0,12.0,Erie County, OH
2013.0,16.0,Erie County, OH
2014.0,17.0,Erie County, OH
2015.0,23.0,Erie County, OH
2003.0,16.0,Erie County, PA
2004.0,36.0,Erie County, PA
2005.0,31.0,Erie County, PA
2006.0,19.0,Erie County, PA
2007.0,26.0,Erie County, PA
2008.0,20.0,Erie County, PA
2009.0,25.0,Erie County, PA
2010.0,19.0,Erie County, PA
2011.0,34.0,Erie County, PA
2012.0,43.0,Erie County, PA
2013.0,50.0,Erie County, PA
2014.0,49.0,Erie County, PA
2015.0,51.0,Erie County, PA
2009.0,10.0,Escambia County, AL
2013.0,12.0,Escambia County, AL
2014.0,10.0,Escambia County, AL
2003.0,27.0,Escambia County, FL
2004.0,33.0,Escambia County, FL
2005.0,32.0,Escambia County, FL
2006.0,45.0,Escambia County, FL
2007.0,31.0,Escambia County, FL
2008.0,28.0,Escambia County, FL
2009.0,16.0,Escambia County, FL
2010.0,25.0,Escambia County, FL
2011.0,29.0,Escambia County, FL
2012.0,25.0,Escambia County, FL
2013.0,17.0,Escambia County, FL
2014.0,35.0,Escambia County, FL
2015.0,51.0,Escambia County, FL
2003.0,99.0,Essex County, MA
2004.0,80.0,Essex County, MA
2005.0,105.0,Essex County, MA
2006.0,109.0,Essex County, MA
2007.0,120.0,Essex County, MA
2008.0,80.0,Essex County, MA
2009.0,100.0,Essex County, MA
2010.0,68.0,Essex County, MA
2011.0,82.0,Essex County, MA
2012.0,111.0,Essex County, MA
2013.0,129.0,Essex County, MA
2014.0,193.0,Essex County, MA
2015.0,230.0,Essex County, MA
2003.0,108.0,Essex County, NJ
2004.0,81.0,Essex County, NJ
2005.0,153.0,Essex County, NJ
2006.0,116.0,Essex County, NJ
2007.0,80.0,Essex County, NJ
2008.0,82.0,Essex County, NJ
2009.0,12.0,Essex County, NJ
2010.0,74.0,Essex County, NJ
2011.0,61.0,Essex County, NJ
2012.0,83.0,Essex County, NJ
2013.0,102.0,Essex County, NJ
2014.0,81.0,Essex County, NJ
2015.0,108.0,Essex County, NJ
2012.0,11.0,Estill County, KY
2008.0,16.0,Etowah County, AL
2009.0,14.0,Etowah County, AL
2011.0,14.0,Etowah County, AL
2013.0,19.0,Etowah County, AL
2014.0,17.0,Etowah County, AL
2015.0,22.0,Etowah County, AL
2005.0,11.0,Fairbanks North Star Borough, AK
2009.0,16.0,Fairbanks North Star Borough, AK
2013.0,12.0,Fairbanks North Star Borough, AK
2014.0,12.0,Fairbanks North Star Borough, AK
2003.0,17.0,Fairfax County, VA
2004.0,17.0,Fairfax County, VA
2005.0,25.0,Fairfax County, VA
2006.0,33.0,Fairfax County, VA
2007.0,35.0,Fairfax County, VA
2008.0,37.0,Fairfax County, VA
2009.0,25.0,Fairfax County, VA
2010.0,24.0,Fairfax County, VA
2011.0,34.0,Fairfax County, VA
2012.0,35.0,Fairfax County, VA
2013.0,35.0,Fairfax County, VA
2014.0,49.0,Fairfax County, VA
2015.0,59.0,Fairfax County, VA
2003.0,53.0,Fairfield County, CT
2004.0,51.0,Fairfield County, CT
2005.0,59.0,Fairfield County, CT
2006.0,85.0,Fairfield County, CT
2007.0,61.0,Fairfield County, CT
2008.0,69.0,Fairfield County, CT
2009.0,63.0,Fairfield County, CT
2010.0,51.0,Fairfield County, CT
2011.0,61.0,Fairfield County, CT
2012.0,68.0,Fairfield County, CT
2013.0,96.0,Fairfield County, CT
2014.0,87.0,Fairfield County, CT
2015.0,125.0,Fairfield County, CT
2004.0,13.0,Fairfield County, OH
2007.0,13.0,Fairfield County, OH
2009.0,11.0,Fairfield County, OH
2010.0,15.0,Fairfield County, OH
2011.0,12.0,Fairfield County, OH
2012.0,19.0,Fairfield County, OH
2013.0,17.0,Fairfield County, OH
2014.0,15.0,Fairfield County, OH
2015.0,13.0,Fairfield County, OH
2010.0,10.0,Fannin County, GA
2013.0,10.0,Fannin County, GA
2010.0,11.0,Faulkner County, AR
2011.0,11.0,Faulkner County, AR
2012.0,11.0,Faulkner County, AR
2014.0,13.0,Faulkner County, AR
2011.0,12.0,Fauquier County, VA
2015.0,13.0,Fauquier County, VA
2009.0,13.0,Fayette County, GA
2011.0,10.0,Fayette County, GA
2014.0,12.0,Fayette County, GA
2015.0,11.0,Fayette County, GA
2014.0,15.0,Fayette County, IN
2015.0,10.0,Fayette County, IN
2003.0,30.0,Fayette County, KY
2004.0,34.0,Fayette County, KY
2005.0,31.0,Fayette County, KY
2006.0,28.0,Fayette County, KY
2007.0,38.0,Fayette County, KY
2008.0,24.0,Fayette County, KY
2009.0,29.0,Fayette County, KY
2010.0,45.0,Fayette County, KY
2011.0,41.0,Fayette County, KY
2012.0,44.0,Fayette County, KY
2013.0,54.0,Fayette County, KY
2014.0,82.0,Fayette County, KY
2015.0,103.0,Fayette County, KY
2014.0,12.0,Fayette County, OH
2015.0,16.0,Fayette County, OH
2003.0,19.0,Fayette County, PA
2004.0,21.0,Fayette County, PA
2005.0,16.0,Fayette County, PA
2006.0,15.0,Fayette County, PA
2007.0,19.0,Fayette County, PA
2008.0,20.0,Fayette County, PA
2009.0,21.0,Fayette County, PA
2010.0,24.0,Fayette County, PA
2011.0,40.0,Fayette County, PA
2012.0,14.0,Fayette County, PA
2013.0,34.0,Fayette County, PA
2014.0,37.0,Fayette County, PA
2015.0,46.0,Fayette County, PA
2007.0,14.0,Fayette County, WV
2008.0,12.0,Fayette County, WV
2010.0,15.0,Fayette County, WV
2011.0,18.0,Fayette County, WV
2012.0,21.0,Fayette County, WV
